Analysis,Row,Identifier 1,Identifier 2,Comment,Peak Nr,Rt,Area All,R 45N2O/44N2O,R 46N2O/44N2O,Inj Vol,Sample ID,Min Funct,d15N,d18O,R15,R17,R18
M-73096,149,N3 25uM,Lin,d5,1,125.4,38.996,0.0077466,0.0021023,,,,,,,,
M-73096,149,N3 25uM,Lin,d5,2,165.1,39.26,0.0077462,0.0021023,,,,,,,,
M-73096,149,N3 25uM,Lin,d5,3,463.8,39.015,0.0077478,0.0021029,,,,,,,,
M-73096,149,N3 25uM,Lin,d5,4,513.3,39.018,0.0077474,0.0021027,,,,,,,,
M-73096,149,N3 25uM,Lin,d5,5,563.3,39.041,0.0077468,0.0021025,,,,,,,,
M-73096,149,N3 25uM,Lin,d5,6,613,39.049,0.0077475,0.0021028,,,,,,,,
M-73096,149,N3 25uM,Lin,d5,7,1089.9,87.016,0.0077826,0.0021543,1,,2.85E-08,5.024605,66.08665,0.003695,0.000393,0.002138
M-73097,150,N3 10uM,Lin,b8,1,125.4,38.958,0.0077479,0.0021029,,,,,,,,
M-73097,150,N3 10uM,Lin,b8,2,165.1,39.145,0.0077474,0.0021028,,,,,,,,
M-73097,150,N3 10uM,Lin,b8,3,459.6,39.122,0.0077484,0.002103,,,,,,,,
M-73097,150,N3 10uM,Lin,b8,4,513.1,39.072,0.0077481,0.0021029,,,,,,,,
M-73097,150,N3 10uM,Lin,b8,5,563.3,39.083,0.0077475,0.0021028,,,,,,,,
M-73097,150,N3 10uM,Lin,b8,6,609,39.067,0.0077475,0.0021028,,,,,,,,
M-73097,150,N3 10uM,Lin,b8,7,1089.7,33.53,0.0077815,0.0021556,1,,3.97E-09,4.857883,66.74925,0.003694,0.000393,0.002139
M-73098,151,N3 7uM,Lin,i6,1,125.4,38.828,0.0077475,0.0021028,,,,,,,,
M-73098,151,N3 7uM,Lin,i6,2,159,39.085,0.0077476,0.0021028,,,,,,,,
M-73098,151,N3 7uM,Lin,i6,3,463.8,38.836,0.0077486,0.002103,,,,,,,,
M-73098,151,N3 7uM,Lin,i6,4,507,38.9,0.0077483,0.0021029,,,,,,,,
M-73098,151,N3 7uM,Lin,i6,5,560.5,39.03,0.0077483,0.0021029,,,,,,,,
M-73098,151,N3 7uM,Lin,i6,6,613,38.93,0.0077475,0.0021028,,,,,,,,
M-73098,151,N3 7uM,Lin,i6,7,1087.6,23.863,0.0077829,0.0021547,1,,2.54E-08,5.060225,66.28704,0.003695,0.000393,0.002138
M-73099,152,N3 6uM,Lin,a7,1,125.4,38.874,0.007748,0.0021031,,,,,,,,
M-73099,152,N3 6uM,Lin,a7,2,165.1,39.074,0.0077477,0.0021032,,,,,,,,
M-73099,152,N3 6uM,Lin,a7,3,462.1,39.034,0.0077486,0.0021034,,,,,,,,
M-73099,152,N3 6uM,Lin,a7,4,513.5,39.027,0.0077479,0.002103,,,,,,,,
M-73099,152,N3 6uM,Lin,a7,5,563,39.123,0.0077481,0.002103,,,,,,,,
M-73099,152,N3 6uM,Lin,a7,6,613,39.081,0.0077475,0.0021028,,,,,,,,
M-73099,152,N3 6uM,Lin,a7,7,1089.3,20.571,0.0077826,0.0021551,1,,1.90E-08,5.014174,66.49024,0.003695,0.000393,0.002139
M-73100,153,N3 5uM,Lin,m6,1,124.6,39.016,0.007748,0.0021033,,,,,,,,
M-73100,153,N3 5uM,Lin,m6,2,165.1,39.225,0.007748,0.0021032,,,,,,,,
M-73100,153,N3 5uM,Lin,m6,3,463.8,39.25,0.0077487,0.0021033,,,,,,,,
M-73100,153,N3 5uM,Lin,m6,4,513.5,39.224,0.0077478,0.0021031,,,,,,,,
M-73100,153,N3 5uM,Lin,m6,5,563.3,39.281,0.0077482,0.0021031,,,,,,,,
M-73100,153,N3 5uM,Lin,m6,6,613,39.145,0.0077475,0.0021028,,,,,,,,
M-73100,153,N3 5uM,Lin,m6,7,1089.7,17.308,0.0077869,0.0021533,1,,1.23E-08,5.622305,65.58743,0.003697,0.000393,0.002137
M-73101,154,N3 4uM,Lin,l1,1,125.4,39.284,0.0077488,0.002103,,,,,,,,
M-73101,154,N3 4uM,Lin,l1,2,165.1,39.46,0.0077479,0.0021028,,,,,,,,
M-73101,154,N3 4uM,Lin,l1,3,463.8,39.327,0.0077489,0.0021029,,,,,,,,
M-73101,154,N3 4uM,Lin,l1,4,509.8,39.293,0.0077483,0.0021027,,,,,,,,
M-73101,154,N3 4uM,Lin,l1,5,563.3,39.452,0.0077483,0.0021029,,,,,,,,
M-73101,154,N3 4uM,Lin,l1,6,612,39.395,0.0077475,0.0021028,,,,,,,,
M-73101,154,N3 4uM,Lin,l1,7,1088.5,13.745,0.0077843,0.0021532,1,,1.05E-07,5.271055,65.49662,0.003696,0.000393,0.002137
M-73102,155,N3 2uM,Lin,e1,1,125.4,38.957,0.0077479,0.0021028,,,,,,,,
M-73102,155,N3 2uM,Lin,e1,2,165.1,39.253,0.0077475,0.0021028,,,,,,,,
M-73102,155,N3 2uM,Lin,e1,3,463.8,39.06,0.007749,0.0021031,,,,,,,,
M-73102,155,N3 2uM,Lin,e1,4,513.5,39.03,0.0077482,0.002103,,,,,,,,
M-73102,155,N3 2uM,Lin,e1,5,563.3,39.184,0.0077485,0.002103,,,,,,,,
M-73102,155,N3 2uM,Lin,e1,6,612.2,38.974,0.0077475,0.0021028,,,,,,,,
M-73102,155,N3 2uM,Lin,e1,7,1088.3,7.218,0.0077901,0.0021537,1,,8.47E-09,6.052465,65.78223,0.003699,0.000393,0.002137
M-73103,156,Acros 1ml-B1,HS-Drift,m10,1,125.4,38.876,0.0077483,0.0021028,,,,,,,,
M-73103,156,Acros 1ml-B1,HS-Drift,m10,2,165.1,39.129,0.0077487,0.002103,,,,,,,,
M-73103,156,Acros 1ml-B1,HS-Drift,m10,3,463.8,38.896,0.0077485,0.0021033,,,,,,,,
M-73103,156,Acros 1ml-B1,HS-Drift,m10,4,513.3,38.952,0.007748,0.002103,,,,,,,,
M-73103,156,Acros 1ml-B1,HS-Drift,m10,5,563.3,38.938,0.0077482,0.002103,,,,,,,,
M-73103,156,Acros 1ml-B1,HS-Drift,m10,6,611.1,38.817,0.0077475,0.0021028,,,,,,,,
M-73103,156,Acros 1ml-B1,HS-Drift,m10,7,1089.7,169.955,0.0078566,0.002156,1,,5.94E-11,15.07017,66.79689,0.003732,0.000393,0.002139
